cycle,ts,epoch,role,container,cpu_pct,mem_bytes,mem_limit_bytes,net_rx_bytes,net_tx_bytes,blk_read_bytes,blk_write_bytes
2,2026-08-20T09:32:54Z,1787218374,server,bench-minio,258.57,156717056,2147483648,1657626,224947,4096,5214208
3,2026-08-20T09:32:55Z,1787218375,client,bench-warp,27.07,55623680,1073741824,667915,5080015,217088,0
3,2026-08-20T09:32:55Z,1787218375,server,bench-minio,365.64,309669888,2147483648,5097056,669776,4096,16330752
4,2026-08-20T09:32:56Z,1787218376,client,bench-warp,17.87,57761792,1073741824,963221,7276666,217088,0
4,2026-08-20T09:32:56Z,1787218376,server,bench-minio,368.23,324366336,2147483648,7278564,963582,4096,23379968
5,2026-08-20T09:32:57Z,1787218377,client,bench-warp,24.56,58597376,1073741824,1358366,10273871,217088,0
5,2026-08-20T09:32:57Z,1787218377,server,bench-minio,379.30,335810560,2147483648,10347827,1368359,4096,33243136
6,2026-08-20T09:32:58Z,1787218378,client,bench-warp,20.18,57888768,1073741824,1785192,13609045,217088,0
6,2026-08-20T09:32:58Z,1787218378,server,bench-minio,373.28,345255936,2147483648,13610943,1785553,4096,43888640
7,2026-08-20T09:32:59Z,1787218379,client,bench-warp,15.96,58421248,1073741824,2087450,15860316,217088,0
7,2026-08-20T09:32:59Z,1787218379,server,bench-minio,370.02,352092160,2147483648,15947546,2098824,4096,51437568
8,2026-08-20T09:33:00Z,1787218380,client,bench-warp,19.16,57946112,1073741824,2450662,18646563,217088,0
8,2026-08-20T09:33:00Z,1787218380,server,bench-minio,286.82,359743488,2147483648,18683811,2455488,4096,60436480
9,2026-08-20T09:33:01Z,1787218381,client,bench-warp,17.78,58007552,1073741824,2855998,21719085,217088,0
9,2026-08-20T09:33:01Z,1787218381,server,bench-minio,389.24,367267840,2147483648,21726680,2858150,4096,70057984
10,2026-08-20T09:33:02Z,1787218382,client,bench-warp,18.03,58195968,1073741824,3267658,24940913,217088,0
10,2026-08-20T09:33:02Z,1787218382,server,bench-minio,336.84,375062528,2147483648,25008623,3277398,827392,80740352
11,2026-08-20T09:33:03Z,1787218383,client,bench-warp,23.36,58400768,1073741824,3708716,28314031,217088,0
11,2026-08-20T09:33:03Z,1787218383,server,bench-minio,384.50,384028672,2147483648,28366575,3716360,1982464,91480064
12,2026-08-20T09:33:04Z,1787218384,client,bench-warp,30.44,61296640,1073741824,4192610,32145269,217088,0
12,2026-08-20T09:33:04Z,1787218384,server,bench-minio,332.74,393142272,2147483648,32172417,4196462,3592192,103849984
13,2026-08-20T09:33:05Z,1787218385,client,bench-warp,19.44,60432384,1073741824,4566090,35112481,217088,0
13,2026-08-20T09:33:05Z,1787218385,server,bench-minio,276.02,400695296,2147483648,35139623,4570652,4169728,119750656
14,2026-08-20T09:33:06Z,1787218386,client,bench-warp,11.56,60231680,1073741824,4801803,36947953,217088,0
14,2026-08-20T09:33:06Z,1787218386,server,bench-minio,224.06,404471808,2147483648,36964997,4804153,4464640,132804608
15,2026-08-20T09:33:07Z,1787218387,client,bench-warp,15.91,60948480,1073741824,5071669,39034881,217088,0
15,2026-08-20T09:33:07Z,1787218387,server,bench-minio,250.40,410206208,2147483648,39041829,5072781,4878336,148320256
16,2026-08-20T09:33:08Z,1787218388,client,bench-warp,14.07,62246912,1073741824,5402472,41579553,217088,0
16,2026-08-20T09:33:08Z,1787218388,server,bench-minio,253.44,416358400,2147483648,41622011,5407995,5742592,169156608
17,2026-08-20T09:33:09Z,1787218389,client,bench-warp,12.40,62783488,1073741824,5640013,43369202,217088,0
17,2026-08-20T09:33:09Z,1787218389,server,bench-minio,201.96,421396480,2147483648,43390653,5643799,6483968,178339840
18,2026-08-20T09:33:10Z,1787218390,client,bench-warp,23.62,62775296,1073741824,6173837,47568305,217088,0
18,2026-08-20T09:33:10Z,1787218390,server,bench-minio,340.66,431198208,2147483648,47590551,6177305,7790592,192851968
19,2026-08-20T09:33:11Z,1787218391,client,bench-warp,10.66,62775296,1073741824,6437623,49610597,217088,0
19,2026-08-20T09:33:11Z,1787218391,server,bench-minio,284.90,437440512,2147483648,49612495,6437984,8478720,208457728
20,2026-08-20T09:33:12Z,1787218392,client,bench-warp,16.16,62853120,1073741824,6844904,52747527,217088,0
20,2026-08-20T09:33:12Z,1787218392,server,bench-minio,342.85,445009920,2147483648,52749425,6845818,9494528,223993856
21,2026-08-20T09:33:13Z,1787218393,client,bench-warp,15.81,63188992,1073741824,7208206,55528049,217088,0
21,2026-08-20T09:33:13Z,1787218393,server,bench-minio,305.03,452079616,2147483648,55529947,7208567,10543104,241377280
22,2026-08-20T09:33:14Z,1787218394,client,bench-warp,20.57,63176704,1073741824,7576301,58295173,217088,0
22,2026-08-20T09:33:14Z,1787218394,server,bench-minio,287.74,458289152,2147483648,58302121,7576728,11636736,259493888
23,2026-08-20T09:33:15Z,1787218395,client,bench-warp,14.80,63934464,1073741824,7882281,60660433,217088,0
23,2026-08-20T09:33:15Z,1787218395,server,bench-minio,284.90,464678912,2147483648,60672429,7884012,12906496,276496384
24,2026-08-20T09:33:16Z,1787218396,client,bench-warp,14.12,63942656,1073741824,8221103,63282335,217088,0
