cycle,ts,epoch,role,container,cpu_pct,mem_bytes,mem_limit_bytes,net_rx_bytes,net_tx_bytes,blk_read_bytes,blk_write_bytes
2,2026-08-20T09:18:54Z,1787217534,server,bench-minio,3.14,93298688,2147483648,5003,5313,16384,114688
3,2026-08-20T09:18:55Z,1787217535,client,bench-warp,0.00,26718208,1073741824,4780,3147,131072,0
3,2026-08-20T09:18:55Z,1787217535,server,bench-minio,0.03,93270016,2147483648,5045,5313,16384,114688
4,2026-08-20T09:18:56Z,1787217536,client,bench-warp,0.00,26718208,1073741824,4952,3189,131072,0
4,2026-08-20T09:18:56Z,1787217536,server,bench-minio,1.66,93327360,2147483648,5087,5313,16384,114688
5,2026-08-20T09:18:57Z,1787217537,client,bench-warp,134.94,143699968,1073741824,320564,318718635,131072,0
5,2026-08-20T09:18:57Z,1787217537,server,bench-minio,342.42,749264896,2147483648,320185391,321981,16384,293265408
6,2026-08-20T09:18:58Z,1787217538,client,bench-warp,53.74,77262848,1073741824,575750,663505175,131072,0
6,2026-08-20T09:18:58Z,1787217538,server,bench-minio,444.59,840433664,2147483648,664666153,576969,16384,830894080
7,2026-08-20T09:18:59Z,1787217539,client,bench-warp,69.16,71876608,1073741824,868387,988818193,131072,0
7,2026-08-20T09:18:59Z,1787217539,server,bench-minio,285.86,875880448,2147483648,988820091,868748,16384,1318027264
8,2026-08-20T09:19:00Z,1787217540,client,bench-warp,82.76,79044608,1073741824,1183521,1367465841,131072,0
8,2026-08-20T09:19:00Z,1787217540,server,bench-minio,359.42,916779008,2147483648,1367467739,1183882,16384,1822556160
9,2026-08-20T09:19:01Z,1787217541,client,bench-warp,115.02,122638336,1073741824,1680376,1929604221,131072,0
9,2026-08-20T09:19:01Z,1787217541,server,bench-minio,458.08,992436224,2147483648,1932364565,1683084,16384,2484510720
10,2026-08-20T09:19:02Z,1787217542,client,bench-warp,96.71,121733120,1073741824,2173330,2495866407,131072,0
10,2026-08-20T09:19:02Z,1787217542,server,bench-minio,415.99,1043070976,2147483648,2500846823,2177069,16384,3239915520
11,2026-08-20T09:19:03Z,1787217543,client,bench-warp,111.61,165883904,1073741824,2731611,3126371203,131072,0
11,2026-08-20T09:19:03Z,1787217543,server,bench-minio,409.40,1125179392,2147483648,3127721529,2732920,16384,4019576832
12,2026-08-20T09:19:04Z,1787217544,client,bench-warp,79.55,151080960,1073741824,3160643,3602423787,131072,0
12,2026-08-20T09:19:04Z,1787217544,server,bench-minio,420.71,1189322752,2147483648,3623799713,3180732,16384,4741931008
