cycle,ts,epoch,role,container,cpu_pct,mem_bytes,mem_limit_bytes,net_rx_bytes,net_tx_bytes,blk_read_bytes,blk_write_bytes
2,2026-08-20T09:38:29Z,1787218709,server,bench-silo,165.59,263811072,2147483648,6519035,798205,78430208,10416128
3,2026-08-20T09:38:30Z,1787218710,client,bench-warp,53.96,61837312,1073741824,2381251,19439661,397312,0
3,2026-08-20T09:38:30Z,1787218710,server,bench-silo,271.75,333684736,2147483648,19487147,2389015,78430208,31395840
4,2026-08-20T09:38:31Z,1787218711,client,bench-warp,58.64,63148032,1073741824,4076209,33281218,397312,0
4,2026-08-20T09:38:31Z,1787218711,server,bench-silo,270.37,367489024,2147483648,33339414,4082587,78430208,53833728
5,2026-08-20T09:38:32Z,1787218712,client,bench-warp,62.82,63963136,1073741824,5464621,44630960,397312,0
5,2026-08-20T09:38:32Z,1787218712,server,bench-silo,297.37,376754176,2147483648,44683509,5470621,78430208,72175616
6,2026-08-20T09:38:33Z,1787218713,client,bench-warp,66.32,61075456,1073741824,6969259,56927254,397312,0
6,2026-08-20T09:38:33Z,1787218713,server,bench-silo,286.40,390696960,2147483648,57031039,6984091,78430208,92196864
7,2026-08-20T09:38:34Z,1787218714,client,bench-warp,67.15,62353408,1073741824,8465215,69140595,397312,0
7,2026-08-20T09:38:34Z,1787218714,server,bench-silo,283.59,399724544,2147483648,69244070,8476591,78430208,112025600
8,2026-08-20T09:38:35Z,1787218715,client,bench-warp,67.57,62533632,1073741824,9811423,80142332,397312,0
8,2026-08-20T09:38:35Z,1787218715,server,bench-silo,291.23,407302144,2147483648,80179226,9815095,78430208,129712128
9,2026-08-20T09:38:36Z,1787218716,client,bench-warp,64.09,62914560,1073741824,11154325,91104113,397312,0
9,2026-08-20T09:38:36Z,1787218716,server,bench-silo,296.07,418758656,2147483648,91162341,11162929,78430208,147554304
10,2026-08-20T09:38:37Z,1787218717,client,bench-warp,61.82,60620800,1073741824,12396859,101118522,397312,0
10,2026-08-20T09:38:37Z,1787218717,server,bench-silo,281.06,425848832,2147483648,101130711,12399073,78430208,163840000
11,2026-08-20T09:38:38Z,1787218718,client,bench-warp,1.07,60092416,1073741824,12401737,101149534,397312,0
11,2026-08-20T09:38:38Z,1787218718,server,bench-silo,0.74,425058304,2147483648,101151431,12402097,78430208,163872768
12,2026-08-20T09:38:39Z,1787218719,client,bench-warp,0.00,60092416,1073741824,12401869,101149666,397312,0
12,2026-08-20T09:38:39Z,1787218719,server,bench-silo,2.58,425037824,2147483648,101151563,12402229,78430208,163872768
13,2026-08-20T09:38:40Z,1787218720,client,bench-warp,0.00,60092416,1073741824,12401869,101149666,397312,0
13,2026-08-20T09:38:40Z,1787218720,server,bench-silo,0.23,425037824,2147483648,101151563,12402229,78430208,163872768
14,2026-08-20T09:38:41Z,1787218721,client,bench-warp,91.85,65400832,1073741824,25213766,107600853,397312,0
