cycle,ts,epoch,role,container,cpu_pct,mem_bytes,mem_limit_bytes,net_rx_bytes,net_tx_bytes,blk_read_bytes,blk_write_bytes
2,2026-08-20T09:20:18Z,1787217618,server,bench-minio,215.10,238542848,2147483648,1844747,575328,0,14983168
3,2026-08-20T09:20:19Z,1787217619,client,bench-warp,27.39,44457984,1073741824,1371374,4379040,143360,0
3,2026-08-20T09:20:19Z,1787217619,server,bench-minio,252.81,286658560,2147483648,4394773,1375779,0,36069376
4,2026-08-20T09:20:20Z,1787217620,client,bench-warp,28.25,46698496,1073741824,2041709,6513810,143360,0
4,2026-08-20T09:20:20Z,1787217620,server,bench-minio,259.58,300670976,2147483648,6538929,2049943,0,53616640
5,2026-08-20T09:20:21Z,1787217621,client,bench-warp,29.26,46723072,1073741824,2726963,8675894,143360,0
5,2026-08-20T09:20:21Z,1787217621,server,bench-minio,294.20,348688384,2147483648,8699989,2734037,0,71409664
6,2026-08-20T09:20:22Z,1787217622,client,bench-warp,27.57,47030272,1073741824,3427920,10903879,143360,0
6,2026-08-20T09:20:22Z,1787217622,server,bench-minio,284.13,371122176,2147483648,10921585,3433365,0,89849856
7,2026-08-20T09:20:23Z,1787217623,client,bench-warp,20.23,47058944,1073741824,3968078,12594879,143360,0
7,2026-08-20T09:20:23Z,1787217623,server,bench-minio,220.58,384430080,2147483648,12597081,3968595,0,119652352
8,2026-08-20T09:20:24Z,1787217624,client,bench-warp,20.75,47456256,1073741824,4514284,14303111,143360,0
8,2026-08-20T09:20:24Z,1787217624,server,bench-minio,203.83,395309056,2147483648,14306986,4515396,0,153980928
9,2026-08-20T09:20:25Z,1787217625,client,bench-warp,18.80,47607808,1073741824,5035227,15935798,143360,0
9,2026-08-20T09:20:25Z,1787217625,server,bench-minio,221.26,405655552,2147483648,15937848,5035666,655360,188461056
10,2026-08-20T09:20:26Z,1787217626,client,bench-warp,16.96,47624192,1073741824,5533483,17497284,143360,0
10,2026-08-20T09:20:26Z,1787217626,server,bench-minio,185.59,415834112,2147483648,17505265,5535911,2019328,220377088
11,2026-08-20T09:20:27Z,1787217627,client,bench-warp,19.94,47669248,1073741824,6131534,19389565,143360,0
11,2026-08-20T09:20:27Z,1787217627,server,bench-minio,185.45,429056000,2147483648,19413196,6138902,3653632,258207744
12,2026-08-20T09:20:28Z,1787217628,client,bench-warp,19.08,49754112,1073741824,6738146,21304903,143360,0
12,2026-08-20T09:20:28Z,1787217628,server,bench-minio,192.87,441020416,2147483648,21308776,6739060,5382144,296783872
13,2026-08-20T09:20:29Z,1787217629,client,bench-warp,19.62,49754112,1073741824,7307060,23091591,143360,0
13,2026-08-20T09:20:29Z,1787217629,server,bench-minio,198.51,452141056,2147483648,23106681,7312439,7299072,329625600
14,2026-08-20T09:20:30Z,1787217630,client,bench-warp,20.27,50237440,1073741824,7871722,24861467,143360,0
14,2026-08-20T09:20:30Z,1787217630,server,bench-minio,217.12,463507456,2147483648,24885112,7879325,8806400,360939520
15,2026-08-20T09:20:32Z,1787217632,client,bench-warp,21.30,54042624,1073741824,8476287,26784226,143360,0
15,2026-08-20T09:20:32Z,1787217632,server,bench-minio,196.13,474959872,2147483648,26788711,8477777,10559488,395329536
16,2026-08-20T09:20:33Z,1787217633,client,bench-warp,19.66,54022144,1073741824,9019224,28496007,143360,0
