cycle,ts,epoch,role,container,cpu_pct,mem_bytes,mem_limit_bytes,net_rx_bytes,net_tx_bytes,blk_read_bytes,blk_write_bytes
2,2026-08-20T08:28:37Z,1787214517,server,bench-swfs-vol1,11.78,20488192,335544320,777236,762157,0,8192
2,2026-08-20T08:28:37Z,1787214517,server,bench-swfs-vol0,12.47,21737472,335544320,766404,757527,159744,8192
2,2026-08-20T08:28:37Z,1787214517,server,bench-swfs-vol2,36.76,24915968,335544320,3507148,2213829,294912,24576
2,2026-08-20T08:28:37Z,1787214517,server,bench-swfs-vol3,27.60,22011904,335544320,3394021,1026351,4096,24576
2,2026-08-20T08:28:37Z,1787214517,server,bench-seaweedfs,112.45,153497600,805306368,4702651,4431774,61440,114688
3,2026-08-20T08:28:38Z,1787214518,client,bench-warp,52.11,71294976,1073741824,1113424,16661103,458752,0
3,2026-08-20T08:28:38Z,1787214518,server,bench-swfs-vol1,20.86,23842816,335544320,3078636,3068255,0,8192
3,2026-08-20T08:28:38Z,1787214518,server,bench-swfs-vol0,17.39,21958656,335544320,2891173,2878405,159744,8192
3,2026-08-20T08:28:38Z,1787214518,server,bench-swfs-vol2,60.50,27901952,335544320,14212526,9207546,294912,24576
3,2026-08-20T08:28:38Z,1787214518,server,bench-swfs-vol3,49.11,25223168,335544320,14061891,4091075,4096,24576
3,2026-08-20T08:28:38Z,1787214518,server,bench-seaweedfs,196.78,249901056,805306368,18973392,18176093,61440,114688
4,2026-08-20T08:28:39Z,1787214519,client,bench-warp,63.62,73605120,1073741824,2198742,33067937,458752,0
4,2026-08-20T08:28:39Z,1787214519,server,bench-swfs-vol1,26.07,24801280,335544320,6183625,6157297,0,8192
4,2026-08-20T08:28:39Z,1787214519,server,bench-swfs-vol0,24.28,22282240,335544320,5790667,5764340,159744,8192
4,2026-08-20T08:28:39Z,1787214519,server,bench-swfs-vol2,73.94,29712384,335544320,28068821,18376041,294912,24576
4,2026-08-20T08:28:39Z,1787214519,server,bench-swfs-vol3,60.18,28499968,335544320,27307289,7709043,4096,24576
4,2026-08-20T08:28:39Z,1787214519,server,bench-seaweedfs,202.49,252817408,805306368,36748911,35094007,61440,114688
5,2026-08-20T08:28:40Z,1787214520,client,bench-warp,57.22,76730368,1073741824,3131440,47212383,458752,0
5,2026-08-20T08:28:40Z,1787214520,server,bench-swfs-vol1,23.72,24870912,335544320,8669272,8633727,0,8192
5,2026-08-20T08:28:40Z,1787214520,server,bench-swfs-vol0,27.68,25030656,335544320,8509264,8473588,159744,8192
5,2026-08-20T08:28:40Z,1787214520,server,bench-swfs-vol2,73.49,29503488,335544320,40560597,26496640,294912,24576
5,2026-08-20T08:28:40Z,1787214520,server,bench-swfs-vol3,55.30,28983296,335544320,39345260,11082566,4096,24576
5,2026-08-20T08:28:40Z,1787214520,server,bench-seaweedfs,203.11,255766528,805306368,53331629,51106213,61440,114688
6,2026-08-20T08:28:41Z,1787214521,client,bench-warp,59.98,82030592,1073741824,4140210,62506833,458752,0
6,2026-08-20T08:28:41Z,1787214521,server,bench-swfs-vol1,26.45,25161728,335544320,11615870,11564538,0,8192
6,2026-08-20T08:28:41Z,1787214521,server,bench-swfs-vol0,22.52,25309184,335544320,11171980,11126330,159744,8192
6,2026-08-20T08:28:41Z,1787214521,server,bench-swfs-vol2,69.40,30670848,335544320,53188380,34686619,294912,24576
6,2026-08-20T08:28:41Z,1787214521,server,bench-swfs-vol3,55.90,30068736,335544320,51781908,14590191,4096,24576
