cycle,ts,epoch,role,container,cpu_pct,mem_bytes,mem_limit_bytes,net_rx_bytes,net_tx_bytes,blk_read_bytes,blk_write_bytes
2,2026-08-20T07:50:46Z,1787212246,server,bench-minio,12.05,92393472,2147483648,3017,1679,47632384,114688
3,2026-08-20T07:50:47Z,1787212247,client,bench-warp,156.26,56446976,1073741824,93306,21364877,196608,0
3,2026-08-20T07:50:47Z,1787212247,server,bench-minio,256.63,184397824,2147483648,22625267,96123,47632384,655360
4,2026-08-20T07:50:48Z,1787212248,client,bench-warp,201.14,88993792,1073741824,136318,47771791,196608,0
4,2026-08-20T07:50:48Z,1787212248,server,bench-minio,355.95,329547776,2147483648,48560171,138239,47632384,655360
5,2026-08-20T07:50:49Z,1787212249,client,bench-warp,260.15,94101504,1073741824,158170,60084885,196608,0
5,2026-08-20T07:50:49Z,1787212249,server,bench-minio,230.90,365576192,2147483648,62093083,162353,47632384,12537856
6,2026-08-20T07:50:50Z,1787212250,client,bench-warp,0.45,88870912,1073741824,167098,65163363,196608,0
6,2026-08-20T07:50:50Z,1787212250,server,bench-minio,244.82,388694016,2147483648,65412971,168167,47632384,15695872
7,2026-08-20T07:50:51Z,1787212251,client,bench-warp,170.90,106381312,1073741824,197855,87464565,196608,0
7,2026-08-20T07:50:51Z,1787212251,server,bench-minio,339.77,479531008,2147483648,89831271,200880,47632384,36683776
8,2026-08-20T07:50:52Z,1787212252,client,bench-warp,142.35,118988800,1073741824,224945,106697023,196608,0
8,2026-08-20T07:50:52Z,1787212252,server,bench-minio,416.66,552869888,2147483648,108546799,228468,47632384,56635392
9,2026-08-20T07:50:53Z,1787212253,client,bench-warp,99.18,120279040,1073741824,253409,128299909,196608,0
9,2026-08-20T07:50:53Z,1787212253,server,bench-minio,475.62,574136320,2147483648,131895739,257616,47632384,75198464
10,2026-08-20T07:50:54Z,1787212254,client,bench-warp,143.27,139763712,1073741824,336536,197099829,196608,0
10,2026-08-20T07:50:54Z,1787212254,server,bench-minio,514.13,655335424,2147483648,203041135,344039,47636480,137510912
