cycle,ts,epoch,role,container,cpu_pct,mem_bytes,mem_limit_bytes,net_rx_bytes,net_tx_bytes,blk_read_bytes,blk_write_bytes
2,2026-08-20T09:16:53Z,1787217413,server,bench-minio,6.64,78360576,2147483648,5003,5313,80302080,28672
3,2026-08-20T09:16:54Z,1787217414,client,bench-warp,0.06,29790208,1073741824,4690,3147,761856,0
3,2026-08-20T09:16:54Z,1787217414,server,bench-minio,0.05,78360576,2147483648,5045,5313,80302080,28672
4,2026-08-20T09:16:55Z,1787217415,client,bench-warp,0.00,29790208,1073741824,4952,3189,761856,0
4,2026-08-20T09:16:55Z,1787217415,server,bench-minio,2.51,78360576,2147483648,5087,5313,80302080,28672
5,2026-08-20T09:16:56Z,1787217416,client,bench-warp,117.43,76898304,1073741824,482241,573258403,761856,0
5,2026-08-20T09:16:56Z,1787217416,server,bench-minio,426.71,305180672,2147483648,590832151,501894,80302080,529158144
6,2026-08-20T09:16:57Z,1787217417,client,bench-warp,89.64,95432704,1073741824,856307,1052063091,761856,0
6,2026-08-20T09:16:57Z,1787217417,server,bench-minio,595.66,361459712,2147483648,1053008533,857749,80302080,898609152
7,2026-08-20T09:16:58Z,1787217418,client,bench-warp,88.61,88711168,1073741824,1211761,1504301449,761856,0
7,2026-08-20T09:16:58Z,1787217418,server,bench-minio,598.79,412884992,2147483648,1504629351,1212320,80302080,1427599360
8,2026-08-20T09:16:59Z,1787217419,client,bench-warp,126.43,93917184,1073741824,1646142,2061302647,761856,0
8,2026-08-20T09:16:59Z,1787217419,server,bench-minio,583.93,462180352,2147483648,2072772615,1655360,80302080,1964978176
9,2026-08-20T09:17:00Z,1787217420,client,bench-warp,116.32,105136128,1073741824,2081307,2615288739,761856,0
9,2026-08-20T09:17:00Z,1787217420,server,bench-minio,588.57,508751872,2147483648,2636675437,2097259,80302080,2510790656
10,2026-08-20T09:17:01Z,1787217421,client,bench-warp,102.29,63909888,1073741824,2456006,3113500766,761856,0
10,2026-08-20T09:17:01Z,1787217421,server,bench-minio,435.99,530771968,2147483648,3113502664,2456367,80302080,3106856960
11,2026-08-20T09:17:02Z,1787217422,client,bench-warp,72.95,87220224,1073741824,3030705,3827396470,761856,0
11,2026-08-20T09:17:02Z,1787217422,server,bench-minio,311.45,538968064,2147483648,3907185900,3098575,80310272,3795505152
12,2026-08-20T09:17:03Z,1787217423,client,bench-warp,62.62,65056768,1073741824,3286326,4148397042,761856,0
